"","Fraud","Amount","card_freq_1","card_freq_3","card_freq_7","card_freq_14","card_freq_30","merchant_freq_1","merchant_freq_3","merchant_freq_7","merchant_freq_14","merchant_freq_30","merchant_card_1","merchant_card_3","merchant_card_7","merchant_card_14","merchant_card_30","card_merchant_1","card_merchant_3","card_merchant_7","card_merchant_14","card_merchant_30","Avg_Amount_Card_1","Avg_Amount_Card_3","Avg_Amount_Card_7","Avg_Amount_Card_14","Avg_Amount_Card_30","Total_Amount_Card_1","Total_Amount_Card_3","Total_Amount_Card_7","Total_Amount_Card_14","Total_Amount_Card_30","Median_Amount_Card_1","Median_Amount_Card_3","Median_Amount_Card_7","Median_Amount_Card_14","Median_Amount_Card_30","Max_Amount_Card_1","Max_Amount_Card_3","Max_Amount_Card_7","Max_Amount_Card_14","Max_Amount_Card_30","Avg_Amount_Merch_1","Avg_Amount_Merch_3","Avg_Amount_Merch_7","Avg_Amount_Merch_14","Avg_Amount_Merch_30","Total_Amount_Merch_1","Total_Amount_Merch_3","Total_Amount_Merch_7","Total_Amount_Merch_14","Total_Amount_Merch_30","Median_Amount_Merch_1","Median_Amount_Merch_3","Median_Amount_Merch_7","Median_Amount_Merch_14","Median_Amount_Merch_30","Max_Amount_Merch_1","Max_Amount_Merch_3","Max_Amount_Merch_7","Max_Amount_Merch_14","Max_Amount_Merch_30","zip_card_1","zip_card_3","zip_card_7","zip_card_14","zip_card_30","zip_merchant_1","zip_merchant_3","zip_merchant_7","zip_merchant_14","zip_merchant_30"
"28579","No",425,1,1,3,3,4,6,31,61,123,271,1,1,3,3,4,6,29,51,95,172,1,1,1.603471043,1.603471043,2.095712419,1,1,0.534490348,0.534490348,0.523928105,1,1,2.263648469,2.263648469,2.296366338,1,1,1,1,1,622.75,1.091028639,0.938522691,0.928754781,0.866418731,0.113742807,0.035194472,0.015385618,0.007550852,0.003197117,1.240875912,1.917523913,1.774530271,1.774530271,1.540413193,0.209359606,0.209359606,0.17,0.17,0.130918276,1,1,3,3,4,6,19,36,62,121
"40689","No",57.07,3,8,9,16,38,24,24,56,65,118,2,7,7,12,27,14,14,16,21,22,0.265676644,0.147416276,0.16357487,0.156888079,0.187357074,0.088558881,0.018427034,0.018174986,0.009805505,0.004930449,1,0.313786942,0.501714286,0.324491827,0.326254109,0.100652557,0.031164335,0.031164335,0.031164335,0.031164335,212.2895833,0.268830901,0.422364189,0.373799238,0.271877436,0.011201288,0.011201288,0.007542218,0.005750758,0.002304046,0.669560627,0.669560627,1.707149267,1.585277778,1.310899276,0.039553935,0.039553935,0.039553935,0.031705556,0.027027923,2,7,7,13,29,1,1,2,2,2
"10123","No",1485.11,5,8,8,12,15,1,2,2,2,2,4,5,5,7,8,1,2,2,2,2,2.99157988,4.467755946,4.467755946,4.984426917,3.747111027,0.598315976,0.558469493,0.558469493,0.41536891,0.249807402,8.720039927,18.66888749,18.66888749,14.57419038,13.31220868,1,1,1,1,0.906970637,1485.11,1.318421917,1.318421917,1.318421917,1.318421917,1,0.659210959,0.659210959,0.659210959,0.659210959,1,1.318421917,1.318421917,1.318421917,1.318421917,1,1,1,1,1,4,5,5,7,8,1,1,1,1,1
"5503","No",19.33,1,1,1,1,2,96,173,251,463,657,1,1,1,1,2,18,29,32,50,60,1,1,1,1,1.68453159,1,1,1,1,0.842265795,1,1,1,1,1.68453159,1,1,1,1,1,7.1484375,1.91762574,2.175025777,2.509115733,2.822355613,0.028167577,0.011084542,0.008665441,0.005419256,0.004295823,5.086842105,5.020779221,5.086842105,5.086842105,5.086842105,0.495513971,0.043147321,0.043147321,0.043147321,0.043147321,1,1,1,1,1,1,1,1,1,1
"73440","No",355.25,2,7,11,11,17,10,30,45,82,176,2,6,10,10,15,9,25,37,63,112,0.577004288,0.943609222,0.784929908,0.784929908,0.717167123,0.288502144,0.134801317,0.071357264,0.071357264,0.042186301,0.577004288,2.631481481,1.886316572,1.886316572,1,0.405485613,0.338333333,0.295180723,0.295180723,0.295180723,655.763,0.584066693,0.712793294,0.823318768,0.77359828,0.054173535,0.01946889,0.015839851,0.010040473,0.004395445,2.137677889,1.289801401,1.511959482,1.951923077,1.779586725,0.114596774,0.114596774,0.114596774,0.114596774,0.097596154,2,6,10,10,15,6,11,17,26,48
"27234","No",25,1,1,1,2,5,1,1,1,1,1,1,1,1,2,5,1,1,1,1,1,1,1,1,0.212765957,0.360023041,1,1,1,0.106382979,0.072004608,1,1,1,0.212765957,0.923872875,1,1,1,0.119047619,0.119047619,25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,1,1,1,1,1
"75746","No",214,2,5,6,9,16,4,6,7,7,12,1,3,4,7,14,3,5,6,6,9,1.569893262,0.832600593,0.933098847,0.541801109,0.405984958,0.784946631,0.166520119,0.155516475,0.060200123,0.02537406,1.569893262,3.650008528,2.861727735,1,0.731623932,1,0.215075377,0.215075377,0.13427451,0.134169279,476.4075,0.550215758,0.598235644,0.598235644,0.775390413,0.11229882,0.091702626,0.085462235,0.085462235,0.064615868,1.212464589,1.089058524,1.195530726,1.195530726,1.224957069,0.143239625,0.143239625,0.143239625,0.143239625,0.143239625,1,3,4,7,14,1,1,1,1,1
"81321","No",14.8,1,2,3,3,3,1,3,4,5,5,1,1,1,1,1,1,2,2,2,2,1,1.318485523,1.17615894,1.17615894,1.17615894,1,0.659242762,0.39205298,0.39205298,0.39205298,1,1.318485523,1,1,1,1,1,0.967320261,0.967320261,0.967320261,14.8,0.620892183,0.681949084,0.693533271,0.693533271,1,0.206964061,0.170487271,0.138706654,0.138706654,1,1,0.983388704,0.967320261,0.967320261,1,0.301671423,0.301671423,0.301671423,0.301671423,1,1,1,1,1,1,1,1,1,1
"41585","No",29.99,2,2,3,8,15,1,1,1,1,1,2,2,3,8,10,1,1,1,1,1,1.004521856,1.004521856,0.275356553,0.098207122,0.071677478,0.502260928,0.502260928,0.091785518,0.01227589,0.004778499,1.004521856,1.004521856,1,0.398564689,0.269694245,1,1,0.112309478,0.016685305,0.016685305,29.99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,7,9,1,1,1,1,1
"80265","No",31.97,3,6,7,9,25,3,4,6,8,11,1,2,3,4,15,1,2,4,6,8,0.06675901,0.068462153,0.072787651,0.066581356,0.06341744,0.022253003,0.011410359,0.010398236,0.007397928,0.002536698,1,1.029132464,1,0.117226459,0.17188172,0.022864622,0.022864622,0.022864622,0.022864622,0.013331943,478.8866667,0.085358039,0.08507562,0.10249998,0.102579136,0.022253003,0.02133951,0.01417927,0.012812497,0.009325376,1,0.684069755,0.404581119,0.314634386,0.29968129,0.022864622,0.022864622,0.022864622,0.022864622,0.022864622,1,1,2,3,11,1,1,1,1,1
"7543","No",146.3,1,1,3,4,6,1,1,2,2,2,1,1,2,3,4,1,1,1,1,1,1,1,0.366780041,0.371263259,0.358836418,1,1,0.122260014,0.092815815,0.05980607,1,1,1,0.55636896,0.432098765,1,1,0.154212651,0.154212651,0.154212651,146.3,1,1.180124224,1.180124224,1.180124224,1,1,0.590062112,0.590062112,0.590062112,1,1,1.180124224,1.180124224,1.180124224,1,1,1,1,1,1,1,2,3,4,1,1,1,1,1
"60364","No",495.79,2,2,3,4,6,1,1,1,1,1,2,2,3,4,4,1,1,1,1,1,1.784572745,1.784572745,1.244223787,1.528447013,1.185004302,0.892286372,0.892286372,0.414741262,0.382111753,0.197500717,1.784572745,1.784572745,1,1.658521083,1.658521083,1,1,0.77493826,0.77493826,0.424187201,495.79,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,4,4,1,1,1,1,1
"74846","No",355.5,2,3,17,21,34,1,1,1,2,2,2,3,9,11,22,1,1,1,2,2,0.407006698,0.582182434,2.043483406,1.988959549,0.959856296,0.203503349,0.194060811,0.120204906,0.094712359,0.028231068,0.407006698,1,8.402268967,8.402268967,4.21483194,0.25549806,0.25549806,0.25549806,0.25549806,0.17775,355.5,1,1,0.441409281,0.441409281,1,1,1,0.220704641,0.220704641,1,1,1,0.441409281,0.441409281,1,1,1,0.283210516,0.283210516,2,3,10,12,19,1,1,1,1,1
"77286","No",3.62,2,4,12,48,86,31,168,308,667,1290,1,1,1,1,1,16,52,65,84,105,0.70703125,0.22369844,0.305592684,0.397265598,0.520671662,0.353515625,0.05592461,0.025466057,0.008276367,0.006054322,0.70703125,0.703595724,0.952631579,0.952631579,0.952631579,0.546827795,0.071231799,0.071231799,0.071231799,0.071231799,17.89580645,0.354726005,0.377569853,0.369942391,0.418904809,0.006525227,0.002111464,0.001225876,0.000554636,0.000324732,1,1,0.986376022,0.986376022,0.986376022,0.009513298,0.009513298,0.009513298,0.009513298,0.009513298,1,1,1,1,1,1,1,1,1,1
"38406","No",119.8,5,7,10,22,43,1,1,1,1,1,3,3,3,7,10,1,1,1,1,1,0.224879395,0.232967094,0.181709801,0.19295646,0.212692517,0.044975879,0.033281013,0.01817098,0.008770748,0.004946338,6.005012531,1,0.466801746,0.630692287,0.434215295,0.048228663,0.048228663,0.048228663,0.047939176,0.047939176,119.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,7,8,1,1,1,1,1
"22574","No",1040,3,5,5,6,7,3,3,3,3,3,1,3,3,3,4,1,1,1,1,1,1.122302158,0.880833404,0.880833404,0.936859569,0.825345358,0.374100719,0.176166681,0.176166681,0.156143261,0.11790648,1,0.852459016,0.852459016,0.920353982,0.852459016,0.852459016,0.658227848,0.658227848,0.658227848,0.481481481,926.6666667,1.122302158,1.122302158,1.122302158,1.122302158,0.374100719,0.374100719,0.374100719,0.374100719,0.374100719,1,1,1,1,1,0.852459016,0.852459016,0.852459016,0.852459016,0.852459016,1,3,3,3,4,1,1,1,1,1
"80683","No",1361,2,2,2,3,21,3,3,7,16,32,2,2,2,3,4,3,3,7,16,30,1.754668695,1.754668695,1.754668695,2.278091157,15.22428129,0.877334348,0.877334348,0.877334348,0.759363719,0.724965776,1.754668695,1.754668695,1.754668695,5.647302905,370.8446866,1,1,1,1,1,1305.706667,1.042347439,1.56370536,1.308252879,1.014244178,0.347449146,0.347449146,0.22338648,0.081765805,0.031695131,1,1,1.299904489,1.279736718,1.260185185,0.948961093,0.948961093,0.948961093,0.571848739,0.130589138,2,2,2,3,4,1,1,1,1,1
"79007","No",2450,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2450,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"37467","No",3.67,5,6,11,14,18,120,152,426,751,1398,1,1,2,4,7,25,33,69,86,98,1,1,0.039984153,0.042254332,0.028544392,0.2,0.166666667,0.003634923,0.003018167,0.0015858,1,1,1,1,1,1,1,0.00377184,0.00377184,0.00367,6.586166667,0.494026586,0.336984636,0.305647476,0.386790213,0.004643571,0.003250175,0.000791044,0.000406987,0.000276674,1.013812155,1.013812155,1.013812155,1,1,0.06011466,0.046960972,0.003047667,0.003047667,0.003047667,1,1,2,4,7,1,1,1,1,1
"34620","No",3.62,1,3,4,7,9,113,201,293,736,1166,1,3,3,3,5,34,49,56,81,98,1,0.030467106,0.040214403,0.064628019,0.032591407,1,0.010155702,0.010053601,0.009232574,0.003621267,1,0.396929825,0.568288854,0.396929825,0.254929577,1,0.010532135,0.010532135,0.010532135,0.008201921,12.09292035,0.221132864,0.268837999,0.409491563,0.398299951,0.002649104,0.001100164,0.000917536,0.000556374,0.000341595,0.828375286,0.952631579,0.967914439,0.986376022,0.986376022,0.060333333,0.024644292,0.024644292,0.024644292,0.019835616,1,3,3,3,5,1,1,1,1,1
"50473","No",73,1,1,5,9,15,2,2,2,4,5,1,1,4,8,13,2,2,2,4,5,1,1,0.853960975,0.439203417,0.400157871,1,1,0.170792195,0.04880038,0.026677191,1,1,1,0.521614862,0.521614862,1,1,0.373879641,0.146586345,0.137453162,73,1,1,0.483443709,0.539143279,0.5,0.5,0.5,0.120860927,0.107828656,1,1,1,1,1,1,1,1,0.18961039,0.18961039,1,1,4,8,13,1,1,1,1,1
"59861","No",7.3,20,21,61,108,151,74,105,285,538,1111,1,1,2,2,2,27,35,53,74,97,1.398333493,1.41668977,1.485868731,1.320094436,1.166813096,0.069916675,0.067461418,0.024358504,0.012223097,0.007727239,1.759036145,1.759036145,1.921052632,1.921052632,1.921052632,0.927573062,0.927573062,0.45625,0.185939888,0.146,10.35648649,0.820417862,0.788366806,0.626356609,0.628133289,0.009525301,0.007813503,0.002766199,0.001164232,0.000565376,1.921052632,1.951871658,1.951871658,1.951871658,1.951871658,0.041666667,0.041666667,0.023174603,0.004905914,0.004905914,1,1,1,1,1,1,1,1,1,1
"7226","No",3692.95,2,2,4,7,11,1,1,1,1,2,2,2,4,7,11,1,1,1,1,2,1.366041588,1.366041588,2.255687779,2.695460271,3.534867511,0.683020794,0.683020794,0.563921945,0.385065753,0.321351592,1.366041588,1.366041588,3.139075775,5.7788123,7.344038978,1,1,1,1,1,3692.95,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,2,2,4,7,11,1,1,1,1,1
"49802","No",597.96,1,3,3,8,15,1,1,1,1,2,1,2,2,4,6,1,1,1,1,2,1,1.304677954,1.304677954,1.298314846,2.127638377,1,0.434892651,0.434892651,0.162289356,0.141842558,1,1,1,1.582009392,3.347665435,1,0.953304105,0.953304105,0.463534884,0.463534884,597.96,1,1,1,1.527551411,1,1,1,1,0.763775706,1,1,1,1,1.527551411,1,1,1,1,1,1,1,1,3,5,1,1,1,1,1
"27826","No",25.9,3,3,3,3,3,2,2,3,4,11,2,2,2,2,2,1,1,2,3,9,0.264375638,0.264375638,0.264375638,0.264375638,0.264375638,0.088125213,0.088125213,0.088125213,0.088125213,0.088125213,0.375362319,0.375362319,0.375362319,0.375362319,0.375362319,0.130150754,0.130150754,0.130150754,0.130150754,0.130150754,47.45,0.545837724,0.264375638,0.1036,0.123883031,0.272918862,0.272918862,0.088125213,0.0259,0.011262094,0.545837724,0.545837724,0.375362319,0.193283582,0.144692737,0.375362319,0.375362319,0.130150754,0.036680357,0.036680357,1,1,1,1,1,1,1,1,1,1
"53916","No",90.5,1,2,2,4,17,18,26,71,114,207,1,2,2,4,13,14,20,49,78,140,1,0.287370009,0.287370009,0.327110404,0.356950619,1,0.143685004,0.143685004,0.081777601,0.020997095,1,0.287370009,0.287370009,0.365044471,0.49211528,1,0.167794568,0.167794568,0.167794568,0.093412605,258.0644444,0.298682143,0.002046955,0.003274884,0.005785172,0.019482644,0.011487775,2.88e-05,2.87e-05,2.79e-05,0.813702571,0.742564103,0.543772156,0.518297921,0.4525,0.038208386,0.038208386,2.92e-05,2.92e-05,2.92e-05,1,2,2,4,13,6,8,18,33,54
"9938","No",101.25,2,7,9,21,29,4,7,8,16,25,1,5,7,13,19,3,6,7,11,16,0.803571429,0.177567494,0.199620147,0.238101104,0.213541261,0.401785714,0.025366785,0.022180016,0.011338148,0.007363492,0.803571429,0.624229346,0.624229346,0.35840708,0.297995703,0.671641791,0.059384164,0.059384164,0.059384164,0.059384164,127.4975,0.233465534,0.231178898,0.124598324,0.14521667,0.198533305,0.033352219,0.028897362,0.007787395,0.005808667,0.803571429,0.499408109,0.381183646,0.181695828,0.216346154,0.499408109,0.06447443,0.06447443,0.043668593,0.043668593,1,5,7,13,19,1,1,1,1,1
"27690","No",17.5,1,1,2,5,18,1,1,1,2,9,1,1,2,5,13,1,1,1,2,6,1,1,0.173913043,0.047131699,0.03353479,1,1,0.086956522,0.00942634,0.001863044,1,1,0.173913043,0.110062893,0.102115244,1,1,0.095238095,0.012010981,0.007142857,17.5,1,1,1.458333333,0.592796116,1,1,1,0.729166667,0.065866235,1,1,1,1.458333333,1,1,1,1,1,0.113496336,1,1,2,5,13,1,1,1,1,1
"21572","No",39.45,1,8,9,17,30,1,1,1,1,3,1,7,8,13,18,1,1,1,1,2,1,0.423726538,0.410121055,0.495668948,0.438629002,1,0.052965817,0.045569006,0.029156997,0.014620967,1,0.591809181,0.591809181,0.797936893,0.828172562,1,0.160008112,0.160008112,0.160008112,0.12766164,39.45,1,1,1,0.212393669,1,1,1,1,0.07079789,1,1,1,1,0.180714613,1,1,1,1,0.131732728,1,7,8,12,15,1,1,1,1,1
"6474","No",12.75,10,14,27,31,34,23,55,281,403,765,1,1,1,1,1,10,16,36,42,63,1.776755853,1.577830814,1.223043308,1.157495534,1.079109828,0.177675585,0.112702201,0.0452979,0.037338566,0.031738524,3.355263158,1.75257732,1.479118329,1.186046512,1.085106383,0.894736842,0.894736842,0.369565217,0.369565217,0.369565217,6.783913043,2.322635135,1.50886303,1.634719394,1.901197196,0.081715055,0.04222973,0.005369619,0.004056376,0.002485225,3.409090909,3.409090909,3.355263158,3.355263158,3.355263158,0.345715835,0.345715835,0.028459821,0.028459821,0.028459821,1,1,1,1,1,1,1,1,1,1
"46003.1","No",680.08,2,2,3,3,8,6,6,9,11,16,2,2,3,3,8,4,4,7,9,12,0.866299806,0.866299806,0.958273057,0.958273057,1.923459557,0.433149903,0.433149903,0.319424352,0.319424352,0.240432445,0.866299806,0.866299806,1,1,2.503561634,0.764134831,0.764134831,0.764134831,0.764134831,0.764134831,609.1833333,1.116379853,1.034310743,0.941286013,0.925633895,0.186063309,0.186063309,0.114923416,0.085571456,0.057852118,1.35471405,1.35471405,1.50267356,1.50267356,1.688423248,0.495974329,0.495974329,0.44889769,0.349475848,0.298804921,2,2,3,3,8,1,1,1,1,1
"64494","No",220.45,1,2,2,2,3,9,14,14,14,30,1,2,2,2,2,5,8,8,8,17,1,0.209006874,0.209006874,0.209006874,0.202278636,1,0.104503437,0.104503437,0.104503437,0.067426212,1,0.209006874,0.209006874,0.209006874,0.190043103,1,0.11669887,0.11669887,0.11669887,0.11669887,236.1055556,0.884364658,0.884364658,0.884364658,0.807923477,0.103743617,0.063168904,0.063168904,0.063168904,0.026930783,1,0.846419658,0.846419658,0.846419658,0.733732734,0.733732734,0.676226994,0.676226994,0.676226994,0.483973655,1,2,2,2,2,1,1,1,1,1
"57252","No",79.66,1,1,1,4,5,13,22,38,87,195,1,1,1,4,5,13,19,27,58,123,1,1,1,0.617387766,0.573002834,1,1,1,0.154346942,0.114600567,1,1,1,1.19197965,1,1,1,1,0.237791045,0.237791045,199.9892308,0.236199821,0.199061208,0.213756181,0.00488258,0.030640111,0.010736355,0.005238453,0.002456968,2.5e-05,0.681962161,0.41012176,0.236797907,0.31864,0.3983,0.089579093,0.077736033,0.077736033,0.033631823,2.57e-05,1,1,1,4,5,6,10,14,26,50
"29701.1","No",3.62,3,3,3,6,7,102,175,217,423,899,1,1,1,1,1,34,51,55,77,97,1,1,1,0.933791917,0.942708333,0.333333333,0.333333333,0.333333333,0.155631986,0.134672619,1,1,1,1,1,1,1,1,0.701550388,0.701550388,9.730490196,0.420466462,0.351793136,0.380023726,0.398375835,0.003647318,0.002402665,0.001621167,0.000898401,0.000443132,0.952631579,0.952631579,0.952631579,0.967914439,0.967914439,0.019835616,0.019835616,0.019835616,0.019835616,0.01239726,1,1,1,1,1,1,1,1,1,1
"37534","No",4.89,1,1,2,3,4,3,4,39,45,80,1,1,2,3,4,2,3,12,13,17,1,1,0.003960011,0.004274363,0.005677646,1,1,0.001980006,0.001424788,0.001419411,1,1,0.003960011,0.005081047,0.010026656,1,1,0.001983934,0.001983934,0.001983934,31.17666667,0.138106333,0.012976294,0.014891859,0.020398267,0.05228269,0.034526583,0.000332725,0.00033093,0.000254978,0.169204152,0.127012987,0.028769783,0.044213382,0.152931978,0.081854704,0.081854704,0.002315867,0.002315867,0.002315867,1,1,2,3,4,1,2,2,2,2
"79556","No",509.77,2,2,5,7,7,4,10,39,77,133,2,2,4,5,5,4,8,26,38,64,1.045928783,1.045928783,0.601026214,0.812001657,0.812001657,0.522964392,0.522964392,0.120205243,0.116000237,0.116000237,1.045928783,1.045928783,0.501455862,1,1,1,1,0.413472301,0.413472301,0.413472301,2239.9425,0.497960858,0.509378432,0.625000836,0.647439674,0.056895434,0.049796086,0.013060985,0.008116894,0.004867967,0.651142888,2.380378698,0.99913761,1.216954332,1.119635405,0.069507772,0.069507772,0.069507772,0.069507772,0.069507772,2,2,4,5,5,1,1,1,1,1
"3623","No",124.91,1,2,2,5,5,1,1,1,1,1,1,2,2,4,4,1,1,1,1,1,1,0.585044847,0.585044847,1.009047581,1.009047581,1,0.292522423,0.292522423,0.201809516,0.201809516,1,0.585044847,0.585044847,1.301145833,1.301145833,1,0.41347236,0.41347236,0.41347236,0.41347236,124.91,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,4,1,1,1,1,1
"52742","No",52.02,2,8,11,16,39,3,7,16,33,61,2,6,8,12,21,3,6,13,21,39,0.305685324,0.152565301,0.158063527,0.122056626,0.081217246,0.152842662,0.019070663,0.014369412,0.007628539,0.002082493,0.305685324,0.224669604,0.180418271,0.163466675,0.122124143,0.180418271,0.04386209,0.04386209,0.028775307,0.012956413,207.4,0.127210036,0.145435738,0.169690631,0.138387688,0.083606557,0.018172862,0.009089734,0.00514214,0.002268651,1,0.344617423,0.40624756,0.39462904,0.292806484,0.09913481,0.04386209,0.040305273,0.040305273,0.02213617,2,6,8,12,21,1,1,1,1,1
"70981","No",54.46,1,1,2,6,15,1,1,2,2,2,1,1,1,4,12,1,1,1,1,1,1,1,0.672428695,0.355575868,0.185592446,1,1,0.336214347,0.059262645,0.01237283,1,1,0.672428695,0.672428695,0.506510417,1,1,0.506510417,0.147189189,0.036306667,54.46,1,0.672428695,0.672428695,0.672428695,1,1,0.336214347,0.336214347,0.336214347,1,1,0.672428695,0.672428695,0.672428695,1,1,0.506510417,0.506510417,0.506510417,1,1,1,4,12,1,1,1,1,1
"9401","No",7.52,26,31,35,44,140,149,208,264,373,889,2,3,3,7,11,37,40,47,52,69,1.69354699,1.648423137,1.688261706,0.641327312,0.625750389,0.065136423,0.05317494,0.048236049,0.014575621,0.004469646,2.043478261,2.077348066,2.077348066,2.077348066,2.077348066,0.752,0.752,0.752,0.04502994,0.017559837,5.546174497,1.481647074,0.67187849,0.785606256,0.895426351,0.00909993,0.007123303,0.002544994,0.002106183,0.001007229,2.049046322,2.049046322,2.010695187,2.010695187,1.978947368,0.12870101,0.12870101,0.004986737,0.004986737,0.004986737,1,2,2,6,10,1,1,1,1,1
"81007","No",194,1,2,2,8,55,3,3,3,32,133,1,2,2,5,16,3,3,3,11,27,1,0.338823201,0.338823201,0.426909609,0.479641963,1,0.1694116,0.1694116,0.053363701,0.008720763,1,0.338823201,0.338823201,0.555189881,2.269005848,1,0.203965767,0.203965767,0.203965767,0.078156159,290.4566667,0.667913745,0.667913745,4.818528983,0.90444856,0.222637915,0.222637915,0.222637915,0.150579031,0.006800365,0.922097058,0.922097058,0.922097058,21.43646409,4.409090909,0.415435351,0.415435351,0.415435351,0.415435351,0.059232662,1,2,2,5,14,1,1,1,2,2
"193","No",1343,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1343,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"32981","No",33.88,3,7,7,7,8,1,1,1,2,5,3,6,6,6,7,1,1,1,2,3,1.008433376,0.726415094,0.726415094,0.726415094,0.635528044,0.336144459,0.103773585,0.103773585,0.103773585,0.079441005,1,0.678142514,0.678142514,0.678142514,0.624055996,0.678142514,0.389649224,0.389649224,0.389649224,0.3388,33.88,1,1,1.522696629,0.26563382,1,1,1,0.761348315,0.053126764,1,1,1,1.522696629,0.240283688,1,1,1,1,0.117958359,3,6,6,6,7,1,1,1,1,1
"63101","No",962.23,4,7,9,10,12,1,1,1,1,1,4,7,8,9,11,1,1,1,1,1,1.740238367,2.298670407,2.564867522,2.773620583,2.55660087,0.435059592,0.328381487,0.28498528,0.277362058,0.213050073,1.760246595,4.455799954,4.455799954,5.171194411,5.171194411,1,1,1,1,1,962.23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,6,7,9,1,1,1,1,1
"75589","No",108,1,2,2,7,20,1,1,1,2,2,1,2,2,3,9,1,1,1,1,1,1,1.289321316,1.289321316,1.327690065,0.681441754,1,0.644660658,0.644660658,0.189670009,0.034072088,1,1.289321316,1.289321316,1.814211322,0.712871287,1,1,1,0.440816327,0.211806237,108,1,1,1,1,1,1,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,2,2,4,10,1,1,1,1,1
"52409","No",89.74,3,4,8,13,27,1,1,1,1,2,3,4,8,10,14,1,1,1,1,1,0.461008939,0.599986628,0.43908943,0.407846345,0.262850262,0.153669646,0.149996657,0.054886179,0.031372796,0.009735195,0.823378292,0.903134907,0.903134907,0.823378292,0.473387139,0.23293965,0.23293965,0.13110108,0.10797608,0.055845271,89.74,1,1,1,1.61084186,1,1,1,1,0.80542093,1,1,1,1,1.61084186,1,1,1,1,1,2,3,7,9,13,1,1,1,1,1
"44328","No",395,1,1,2,3,3,1,1,2,4,12,1,1,1,1,1,1,1,1,2,5,1,1,1.307535709,1.781071047,1.781071047,1,1,0.653767854,0.593690349,0.593690349,1,1,1.307535709,1.888235575,1.888235575,1,1,1,1,1,395,1,1.307535709,1.680314793,1.600264685,1,1,0.653767854,0.420078698,0.13335539,1,1,1.307535709,1.631692003,1.596088573,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"24021","No",45.9,1,1,3,6,9,1,1,6,10,16,1,1,2,5,8,1,1,6,9,12,1,1,0.028462763,0.047669822,0.046727651,1,1,0.009487588,0.00794497,0.005191961,1,1,0.019156928,0.112144053,0.109651218,1,1,0.019156928,0.019156928,0.019156928,45.9,1,0.639810427,0.380584392,0.272708031,1,1,0.106635071,0.038058439,0.017044252,1,1,0.534342258,0.534217877,0.423431734,1,1,0.534093554,0.149122807,0.10104568,1,1,2,5,8,1,1,1,1,1
"11009","No",1872.95,1,2,5,34,55,1,1,1,1,1,1,2,5,7,11,1,1,1,1,1,1,1.670077353,3.682632376,9.94262098,6.886885987,1,0.835038677,0.736526475,0.292430029,0.125216109,1,1.670077353,9.334413157,22.9008987,24.80728477,1,1,1,1,0.754005636,1872.95,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,7,11,1,1,1,1,1
"69626","No",52.72,1,1,2,7,20,1,1,2,6,8,1,1,1,2,11,1,1,1,3,5,1,1,1.265482477,0.617206315,0.16388474,1,1,0.632741239,0.088172331,0.008194237,1,1,1.265482477,1,0.34135129,1,1,1,0.177245831,0.021492051,52.72,1,1.265482477,0.147879423,0.107951491,1,1,0.632741239,0.02464657,0.013493936,1,1,1.265482477,0.7295876,0.7295876,1,1,1,0.030193002,0.030193002,1,1,1,2,11,1,1,1,1,1
"21766","No",252.94,1,2,5,10,24,5,12,16,47,99,1,2,5,6,11,5,10,13,35,61,1,0.786823032,0.9420414,0.968962849,1.026528321,1,0.393411516,0.18840828,0.096896285,0.042772013,1,0.786823032,1,0.9165489,1.186091768,1,0.648564103,0.648564103,0.472785047,0.175166205,193.482,1.564819302,1.261738857,1.323606104,1.001088998,0.261461014,0.130401608,0.078858679,0.028161832,0.01011201,1.729740819,1.835026117,1.74375237,1.571739266,1.571739266,0.734308773,0.54006619,0.316182905,0.316182905,0.159535283,1,2,5,6,11,1,1,1,1,1
